transaction_id,order_id,merchant_id,terminal_id,channel,payment_mode,card_network,issuer_bank,amount,currency,txn_initiated_at,auth_status,ledger_status,settlement_status,current_status,failure_stage,failure_reason_code,failure_reason_desc,retry_count,trace_id
TXN2026M0001423,ORDM0001423,MRC51546,TID22488,ONLINE,WALLET,VISA,SBI,7697.35,INR,2026-02-02T23:17:10,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,0,TRACE401736
TXN2026M0001424,ORDM0001424,MRC21063,TID94703,ONLINE,CARD,MASTERCARD,ICICI,15422.8,INR,2026-02-02T01:48:37,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE109905
TXN2026M0001425,ORDM0001425,MRC28364,TID73829,POS,UPI,,KOTAK,12029.43,INR,2026-02-03T15:50:27,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE480607
TXN2026M0001426,ORDM0001426,MRC40762,TID23090,POS,CARD,RUPAY,HDFC,9934.8,INR,2026-02-04T20:16:27,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE872380
TXN2026M0001427,ORDM0001427,MRC29521,TID84581,ONLINE,UPI,VISA,AXIS,11095.89,INR,2026-02-03T04:49:13,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE449595
TXN2026M0001428,ORDM0001428,MRC41040,TID16838,POS,UPI,RUPAY,HDFC,5464.18,INR,2026-02-01T16:40:16,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE496832
TXN2026M0001429,ORDM0001429,MRC59674,TID25794,ONLINE,CARD,VISA,KOTAK,6413.53,INR,2026-02-03T18:42:39,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE719898
TXN2026M0001430,ORDM0001430,MRC79401,TID77417,ONLINE,UPI,MASTERCARD,AXIS,8439.87,INR,2026-02-03T05:37:44,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE981926
TXN2026M0001431,ORDM0001431,MRC11035,TID65562,POS,WALLET,,KOTAK,11618.57,INR,2026-02-03T08:11:26,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE365279
TXN2026M0001432,ORDM0001432,MRC35686,TID64156,ONLINE,UPI,RUPAY,HDFC,1096.17,INR,2026-02-01T15:01:39,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE245535
TXN2026M0001433,ORDM0001433,MRC24536,TID63795,POS,UPI,RUPAY,AXIS,18377.02,INR,2026-02-02T14:42:17,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE486577
TXN2026M0001434,ORDM0001434,MRC56080,TID11229,ONLINE,WALLET,,HDFC,4433.51,INR,2026-02-01T15:01:36,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE495796
TXN2026M0001435,ORDM0001435,MRC69496,TID56928,ONLINE,CARD,MASTERCARD,KOTAK,18420.44,INR,2026-02-03T03:29:05,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE676767
TXN2026M0001436,ORDM0001436,MRC67465,TID61658,ONLINE,WALLET,VISA,AXIS,1879.57,INR,2026-02-02T22:33:00,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE429992
TXN2026M0001437,ORDM0001437,MRC44203,TID98611,ONLINE,CARD,MASTERCARD,SBI,15372.46,INR,2026-02-02T23:00:56,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE462921
TXN2026M0001438,ORDM0001438,MRC56495,TID35914,POS,UPI,RUPAY,ICICI,431.24,INR,2026-02-02T23:27:38,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,0,TRACE969709
TXN2026M0001439,ORDM0001439,MRC18680,TID89373,POS,UPI,MASTERCARD,SBI,3360.1,INR,2026-02-03T15:18:00,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE869902
TXN2026M0001440,ORDM0001440,MRC28969,TID48911,ONLINE,CARD,RUPAY,HDFC,4101.02,INR,2026-02-01T22:24:54,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE439515
TXN2026M0001441,ORDM0001441,MRC82811,TID87187,POS,WALLET,VISA,SBI,15151.26,INR,2026-02-02T09:31:31,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE472845
TXN2026M0001442,ORDM0001442,MRC30129,TID69940,ONLINE,UPI,RUPAY,HDFC,18938.72,INR,2026-02-01T21:02:42,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE366336
TXN2026M0001443,ORDM0001443,MRC10151,TID55035,POS,WALLET,,KOTAK,15246.07,INR,2026-02-04T12:39:20,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,1,TRACE938301
TXN2026M0001444,ORDM0001444,MRC59331,TID58993,POS,CARD,RUPAY,AXIS,15322.67,INR,2026-02-03T17:54:25,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,0,TRACE381430
TXN2026M0001445,ORDM0001445,MRC43796,TID98844,POS,CARD,MASTERCARD,ICICI,455.17,INR,2026-02-02T06:41:26,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE955813
TXN2026M0001446,ORDM0001446,MRC11568,TID22265,ONLINE,UPI,,AXIS,10478.4,INR,2026-02-03T04:42:38,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE466607
TXN2026M0001447,ORDM0001447,MRC25994,TID79617,POS,WALLET,RUPAY,KOTAK,19053.13,INR,2026-02-04T10:41:40,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE512813
TXN2026M0001448,ORDM0001448,MRC45452,TID38590,POS,WALLET,MASTERCARD,ICICI,18371.65,INR,2026-02-04T03:31:32,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE806450
TXN2026M0001449,ORDM0001449,MRC27923,TID11316,POS,UPI,MASTERCARD,SBI,12301.72,INR,2026-02-03T09:36:21,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE239968
TXN2026M0001450,ORDM0001450,MRC81984,TID80082,ONLINE,CARD,RUPAY,SBI,7750.54,INR,2026-02-03T09:40:46,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE170595
TXN2026M0001451,ORDM0001451,MRC78099,TID32417,POS,UPI,VISA,AXIS,11578.95,INR,2026-02-03T14:02:33,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE423506
TXN2026M0001452,ORDM0001452,MRC11470,TID86249,POS,UPI,VISA,HDFC,3919.46,INR,2026-02-02T04:12:10,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE543590
TXN2026M0001453,ORDM0001453,MRC19095,TID64124,POS,CARD,VISA,KOTAK,3192.56,INR,2026-02-02T16:15:37,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE242884
TXN2026M0001454,ORDM0001454,MRC47078,TID76196,ONLINE,WALLET,RUPAY,KOTAK,14253.66,INR,2026-02-01T19:41:48,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,2,TRACE885389
TXN2026M0001455,ORDM0001455,MRC98006,TID51079,ONLINE,CARD,VISA,HDFC,4472.25,INR,2026-02-02T16:25:45,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE528761
TXN2026M0001456,ORDM0001456,MRC53247,TID95647,ONLINE,CARD,MASTERCARD,ICICI,16202.58,INR,2026-02-02T08:50:59,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE429865
TXN2026M0001457,ORDM0001457,MRC81175,TID37007,POS,UPI,,SBI,14022.91,INR,2026-02-04T04:03:15,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE832297
TXN2026M0001458,ORDM0001458,MRC12625,TID20697,ONLINE,WALLET,MASTERCARD,HDFC,19618.03,INR,2026-02-04T06:18:56,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE505164
TXN2026M0001459,ORDM0001459,MRC55873,TID16391,ONLINE,WALLET,RUPAY,HDFC,7252.33,INR,2026-02-04T02:03:30,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE248254
TXN2026M0001460,ORDM0001460,MRC54022,TID89906,POS,UPI,MASTERCARD,HDFC,16534.96,INR,2026-02-04T13:31:00,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE296465
TXN2026M0001461,ORDM0001461,MRC82600,TID64774,POS,WALLET,RUPAY,SBI,19013.31,INR,2026-02-01T23:23:16,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,0,TRACE114670
TXN2026M0001462,ORDM0001462,MRC71395,TID97571,ONLINE,UPI,MASTERCARD,AXIS,14536.56,INR,2026-02-02T16:46:29,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,2,TRACE956040
TXN2026M0001463,ORDM0001463,MRC21433,TID39187,POS,UPI,RUPAY,HDFC,12123.23,INR,2026-02-01T21:50:58,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,1,TRACE102131
TXN2026M0001464,ORDM0001464,MRC68936,TID56913,POS,CARD,,KOTAK,5996.5,INR,2026-02-02T20:24:00,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE306884
TXN2026M0001465,ORDM0001465,MRC62467,TID24234,POS,UPI,MASTERCARD,KOTAK,19301.01,INR,2026-02-03T16:11:26,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,1,TRACE349344
TXN2026M0001466,ORDM0001466,MRC42340,TID65431,POS,WALLET,VISA,ICICI,15888.3,INR,2026-02-02T03:44:36,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,0,TRACE234251
TXN2026M0001467,ORDM0001467,MRC42716,TID20964,ONLINE,WALLET,VISA,ICICI,4113.96,INR,2026-02-04T17:02:49,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,0,TRACE196285
TXN2026M0001468,ORDM0001468,MRC79722,TID26372,POS,CARD,MASTERCARD,ICICI,14907.96,INR,2026-02-03T22:30:10,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE475264
TXN2026M0001469,ORDM0001469,MRC26089,TID29518,ONLINE,WALLET,MASTERCARD,ICICI,18875.42,INR,2026-02-02T08:08:55,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE914789
TXN2026M0001470,ORDM0001470,MRC15785,TID59622,POS,UPI,MASTERCARD,SBI,5962.47,INR,2026-02-01T09:09:20,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE418612
TXN2026M0001471,ORDM0001471,MRC41875,TID59239,ONLINE,WALLET,VISA,HDFC,19924.3,INR,2026-02-04T11:45:10,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE718073
TXN2026M0001472,ORDM0001472,MRC62075,TID55043,POS,CARD,,AXIS,4623.11,INR,2026-02-04T02:07:46,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE563840
TXN2026M0001473,ORDM0001473,MRC64186,TID54939,ONLINE,WALLET,MASTERCARD,HDFC,12309.69,INR,2026-02-02T13:45:05,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,0,TRACE733555
TXN2026M0001474,ORDM0001474,MRC50027,TID80648,POS,CARD,,HDFC,12655.0,INR,2026-02-02T03:19:58,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE735944
TXN2026M0001475,ORDM0001475,MRC62892,TID25927,ONLINE,CARD,MASTERCARD,HDFC,2728.77,INR,2026-02-03T03:16:22,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,0,TRACE327217
TXN2026M0001476,ORDM0001476,MRC75135,TID58389,POS,CARD,VISA,AXIS,14960.06,INR,2026-02-03T12:37:45,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE729027
TXN2026M0001477,ORDM0001477,MRC60065,TID73140,ONLINE,UPI,MASTERCARD,ICICI,1272.79,INR,2026-02-02T00:49:35,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE867171
TXN2026M0001478,ORDM0001478,MRC50927,TID66269,ONLINE,UPI,,ICICI,19211.01,INR,2026-02-04T18:17:04,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE658424
TXN2026M0001479,ORDM0001479,MRC84371,TID15720,POS,WALLET,MASTERCARD,HDFC,15031.56,INR,2026-02-03T00:46:10,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,2,TRACE630611
TXN2026M0001480,ORDM0001480,MRC80045,TID43148,ONLINE,WALLET,MASTERCARD,ICICI,2291.5,INR,2026-02-04T17:21:54,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE697582
TXN2026M0001481,ORDM0001481,MRC58895,TID77784,ONLINE,WALLET,,HDFC,7847.83,INR,2026-02-04T15:12:21,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE966196
TXN2026M0001482,ORDM0001482,MRC71307,TID33985,POS,WALLET,,AXIS,1425.94,INR,2026-02-04T13:13:35,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE418256
TXN2026M0001483,ORDM0001483,MRC74548,TID89208,ONLINE,UPI,VISA,AXIS,5470.65,INR,2026-02-01T15:01:04,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE198947
TXN2026M0001484,ORDM0001484,MRC99601,TID20884,POS,WALLET,VISA,KOTAK,18228.63,INR,2026-02-03T08:50:46,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE120700
TXN2026M0001485,ORDM0001485,MRC27151,TID54447,ONLINE,WALLET,MASTERCARD,HDFC,11102.31,INR,2026-02-03T11:22:31,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE146424
TXN2026M0001486,ORDM0001486,MRC26124,TID90276,ONLINE,CARD,RUPAY,HDFC,10079.18,INR,2026-02-01T10:52:27,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,1,TRACE875292
TXN2026M0001487,ORDM0001487,MRC68916,TID18163,ONLINE,WALLET,RUPAY,ICICI,16549.55,INR,2026-02-04T08:53:56,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE621660
TXN2026M0001488,ORDM0001488,MRC31080,TID54031,ONLINE,CARD,VISA,KOTAK,1607.63,INR,2026-02-04T07:38:35,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE921005
TXN2026M0001489,ORDM0001489,MRC97987,TID27279,ONLINE,WALLET,VISA,HDFC,8700.55,INR,2026-02-02T19:51:17,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,2,TRACE995407
TXN2026M0001490,ORDM0001490,MRC80824,TID81178,POS,WALLET,,SBI,8918.62,INR,2026-02-04T17:17:55,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE991839
TXN2026M0001491,ORDM0001491,MRC37439,TID54091,POS,CARD,VISA,KOTAK,1893.46,INR,2026-02-02T01:26:54,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,1,TRACE298322
TXN2026M0001492,ORDM0001492,MRC82839,TID42847,POS,WALLET,VISA,AXIS,19541.42,INR,2026-02-02T20:08:48,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE568576
TXN2026M0001493,ORDM0001493,MRC56205,TID98238,ONLINE,CARD,,HDFC,19304.76,INR,2026-02-03T01:41:04,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE598794
TXN2026M0001494,ORDM0001494,MRC74189,TID77151,POS,WALLET,VISA,AXIS,10788.48,INR,2026-02-02T07:16:38,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE129708
TXN2026M0001495,ORDM0001495,MRC84283,TID29078,POS,CARD,RUPAY,AXIS,8747.61,INR,2026-02-03T08:32:16,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE548751
TXN2026M0001496,ORDM0001496,MRC37577,TID86518,ONLINE,WALLET,MASTERCARD,SBI,17165.15,INR,2026-02-03T21:19:15,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,2,TRACE823031
TXN2026M0001497,ORDM0001497,MRC51879,TID29741,POS,WALLET,,ICICI,17842.84,INR,2026-02-03T14:29:33,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,1,TRACE651884
TXN2026M0001498,ORDM0001498,MRC77098,TID47207,ONLINE,CARD,RUPAY,SBI,18349.64,INR,2026-02-03T09:22:50,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE957011
TXN2026M0001499,ORDM0001499,MRC89216,TID51854,ONLINE,UPI,VISA,ICICI,17737.02,INR,2026-02-03T06:01:54,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE728215
TXN2026M0001500,ORDM0001500,MRC81196,TID83403,POS,CARD,,AXIS,4436.94,INR,2026-02-04T07:10:10,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE727829
TXN2026M0001501,ORDM0001501,MRC73002,TID49510,POS,WALLET,VISA,KOTAK,10480.87,INR,2026-02-01T13:30:29,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE724183
TXN2026M0001502,ORDM0001502,MRC27512,TID61465,ONLINE,CARD,,ICICI,9291.42,INR,2026-02-04T11:21:31,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE863898
TXN2026M0001503,ORDM0001503,MRC27294,TID60786,ONLINE,CARD,RUPAY,ICICI,13450.6,INR,2026-02-03T14:41:07,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE162584
TXN2026M0001504,ORDM0001504,MRC21137,TID13628,POS,UPI,,ICICI,18703.44,INR,2026-02-01T09:19:39,SUCCESS,SUCCESS,FAILED,FAILED,BANK_FILE,BANK_FILE_REJECTED,Issuer bank rejected settlement file,0,TRACE606593
TXN2026M0001505,ORDM0001505,MRC30172,TID72657,POS,UPI,VISA,HDFC,16583.58,INR,2026-02-02T10:02:42,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE766196
TXN2026M0001506,ORDM0001506,MRC79208,TID39177,ONLINE,UPI,,HDFC,11810.56,INR,2026-02-02T11:34:23,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE211557
TXN2026M0001507,ORDM0001507,MRC39812,TID80299,POS,UPI,,AXIS,19517.94,INR,2026-02-02T20:19:53,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,1,TRACE339571
TXN2026M0001508,ORDM0001508,MRC58671,TID11878,POS,CARD,MASTERCARD,SBI,7887.98,INR,2026-02-04T16:53:32,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,0,TRACE944312
TXN2026M0001509,ORDM0001509,MRC68642,TID37471,POS,UPI,MASTERCARD,ICICI,10983.7,INR,2026-02-03T23:45:57,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE713113
TXN2026M0001510,ORDM0001510,MRC86501,TID78644,ONLINE,WALLET,,KOTAK,937.02,INR,2026-02-03T03:55:56,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,2,TRACE647688
TXN2026M0001511,ORDM0001511,MRC52210,TID21633,POS,UPI,MASTERCARD,AXIS,15483.35,INR,2026-02-03T01:19:56,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE527476
TXN2026M0001512,ORDM0001512,MRC78090,TID46105,ONLINE,CARD,MASTERCARD,KOTAK,471.02,INR,2026-02-01T18:25:58,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE464421
TXN2026M0001513,ORDM0001513,MRC36904,TID45878,ONLINE,UPI,RUPAY,KOTAK,11935.48,INR,2026-02-04T05:24:34,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE193698
TXN2026M0001514,ORDM0001514,MRC44753,TID16553,ONLINE,UPI,MASTERCARD,AXIS,15585.32,INR,2026-02-02T13:13:12,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE316103
TXN2026M0001515,ORDM0001515,MRC65745,TID78388,ONLINE,CARD,MASTERCARD,KOTAK,7893.32,INR,2026-02-04T20:02:38,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,2,TRACE895402
TXN2026M0001516,ORDM0001516,MRC22770,TID79760,POS,UPI,MASTERCARD,ICICI,16924.17,INR,2026-02-01T23:06:35,SUCCESS,SUCCESS,FAILED,FAILED,BANK_FILE,BANK_FILE_REJECTED,Issuer bank rejected settlement file,2,TRACE597868
TXN2026M0001517,ORDM0001517,MRC17128,TID53470,POS,CARD,RUPAY,SBI,10924.16,INR,2026-02-02T13:37:10,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE216773
TXN2026M0001518,ORDM0001518,MRC17126,TID50447,POS,CARD,RUPAY,SBI,17317.32,INR,2026-02-04T04:05:12,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE584297
TXN2026M0001519,ORDM0001519,MRC59249,TID42586,ONLINE,WALLET,,KOTAK,8622.52,INR,2026-02-03T22:32:06,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE594404
TXN2026M0001520,ORDM0001520,MRC24870,TID78818,POS,CARD,VISA,AXIS,9751.17,INR,2026-02-03T05:40:38,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,0,TRACE727454
TXN2026M0001521,ORDM0001521,MRC27415,TID53499,POS,UPI,,ICICI,11862.7,INR,2026-02-03T14:07:11,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,1,TRACE572951
TXN2026M0001522,ORDM0001522,MRC53816,TID13756,ONLINE,CARD,,HDFC,18499.6,INR,2026-02-01T19:15:20,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE399821
TXN2026M0001523,ORDM0001523,MRC54196,TID61204,ONLINE,UPI,RUPAY,ICICI,13812.81,INR,2026-02-01T22:36:31,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,0,TRACE797148
TXN2026M0001524,ORDM0001524,MRC74418,TID44322,ONLINE,WALLET,RUPAY,ICICI,16097.41,INR,2026-02-03T01:44:50,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,0,TRACE217204
TXN2026M0001525,ORDM0001525,MRC60299,TID96219,ONLINE,UPI,,ICICI,19807.6,INR,2026-02-03T21:17:57,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE890894
TXN2026M0001526,ORDM0001526,MRC27565,TID78922,ONLINE,WALLET,VISA,AXIS,784.26,INR,2026-02-03T22:07:18,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,1,TRACE582118
TXN2026M0001527,ORDM0001527,MRC48370,TID19157,POS,CARD,RUPAY,HDFC,4165.82,INR,2026-02-02T20:58:21,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,1,TRACE588535
TXN2026M0001528,ORDM0001528,MRC41431,TID23869,POS,UPI,VISA,ICICI,2184.96,INR,2026-02-02T16:21:44,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE591197
TXN2026M0001529,ORDM0001529,MRC70455,TID27064,POS,WALLET,RUPAY,HDFC,1269.61,INR,2026-02-03T13:38:36,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE468474
TXN2026M0001530,ORDM0001530,MRC50184,TID45170,POS,CARD,MASTERCARD,ICICI,11819.31,INR,2026-02-03T13:06:52,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE288429
TXN2026M0001531,ORDM0001531,MRC35903,TID15866,ONLINE,CARD,MASTERCARD,ICICI,15229.38,INR,2026-02-02T12:30:58,SUCCESS,SUCCESS,FAILED,FAILED,BANK_FILE,BANK_FILE_REJECTED,Issuer bank rejected settlement file,1,TRACE453508
TXN2026M0001532,ORDM0001532,MRC22445,TID18602,POS,WALLET,RUPAY,ICICI,3570.24,INR,2026-02-02T06:57:57,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE833739
TXN2026M0001533,ORDM0001533,MRC79062,TID31108,ONLINE,UPI,RUPAY,KOTAK,696.73,INR,2026-02-02T15:58:09,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE926684
TXN2026M0001534,ORDM0001534,MRC66418,TID96831,ONLINE,CARD,,AXIS,12721.15,INR,2026-02-04T19:04:04,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE311884
TXN2026M0001535,ORDM0001535,MRC49717,TID42688,POS,WALLET,RUPAY,ICICI,14836.54,INR,2026-02-04T05:41:25,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE913091
TXN2026M0001536,ORDM0001536,MRC93648,TID90939,ONLINE,UPI,MASTERCARD,HDFC,4961.11,INR,2026-02-02T03:57:54,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,0,TRACE676452
TXN2026M0001537,ORDM0001537,MRC33269,TID70175,ONLINE,CARD,VISA,SBI,18456.84,INR,2026-02-02T05:39:41,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE761724
TXN2026M0001538,ORDM0001538,MRC73552,TID33851,POS,UPI,VISA,KOTAK,4388.29,INR,2026-02-01T14:32:01,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,0,TRACE876602
TXN2026M0001539,ORDM0001539,MRC11162,TID14649,ONLINE,WALLET,,KOTAK,6394.32,INR,2026-02-01T12:39:20,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE585457
TXN2026M0001540,ORDM0001540,MRC97007,TID40258,ONLINE,CARD,MASTERCARD,HDFC,3429.47,INR,2026-02-02T02:30:59,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE474084
TXN2026M0001541,ORDM0001541,MRC14672,TID68438,ONLINE,WALLET,VISA,ICICI,4314.33,INR,2026-02-03T06:19:28,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,0,TRACE978542
